"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"HE^U","Hawaiian Electric Industries, Inc.","25.72","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/he^u",
"HA","Hawaiian Holdings, Inc.","5.31","273163747.77","n/a","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ha",
"HCOM","Hawaiian Telcom Holdco, Inc.","23.21","238874929.37","n/a","1997","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/hcom",
"HWKN","Hawkins, Inc.","39.18","413912996.1","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/hwkn",
"HWBK","Hawthorn Bancshares, Inc.","11.7","56617633.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hwbk",
"HAYN","Haynes International, Inc.","53.81","663638299.52","n/a","2007","Capital Goods","Steel/Iron Ore","http://www.nasdaq.com/symbol/hayn",
"HCA","HCA Holdings, Inc.","37.48","16683870887.36","n/a","1992","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hca",
"HCC","HCC Insurance Holdings, Inc.","42","4225200000","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hcc",
"HCP","HCP, Inc.","51.15","23231577890.4","n/a","1985","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hcp",
"HDB","HDFC Bank Limited","36.18","28482080750.28","n/a","2001","Finance","Commercial Banks","http://www.nasdaq.com/symbol/hdb",
"HW","Headwaters Incorporated","10.19","742451185.16","n/a","n/a","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/hw",
"HCN","Health Care REIT, Inc.","69.79","18233287663.64","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hcn",
"HCN^I","Health Care REIT, Inc.","63.22","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcn^i",
"HCN^J","Health Care REIT, Inc.","27.03","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcn^j",
"HIIQ","Health Insurance Innovations, Inc.","14.79","78315519.93","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/hiiq",
"HMA","Health Management Associates, Inc.","12.46","3205213365.48","n/a","1991","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hma",
"HNT","Health Net Inc.","28.25","2238828348.25","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hnt",
"HR","Healthcare Realty Trust Incorporated","28.61","2551378717.65","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hr",
"HCSG","Healthcare Services Group, Inc.","24.09","1644214770","n/a","1983","Finance","Diversified Commercial Services","http://www.nasdaq.com/symbol/hcsg",
"HTA","Healthcare Trust of America, Inc.","11.72","2526366012.8","n/a","1992","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hta",
"HLS","HealthSouth Corporation","26.13","2495124904.74","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hls",
"HSTM","HealthStream, Inc.","22.25","586799539.25","n/a","2000","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/hstm",
"HWAY","Healthways, Inc.","11.66","397762838.66","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hway",
"HTLD","Heartland Express, Inc.","13.37","1133369806.03","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/htld",
"HTLF","Heartland Financial USA, Inc.","23.82","401484837.54","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/htlf",
"HPY","Heartland Payment Systems, Inc.","31.81","1174681906.7","n/a","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hpy",
"HTWR","Heartware International, Inc.","83.87","1370893730.2","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/htwr",
"HEK","Heckmann Corporation","4.01","1009962253.11","n/a","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hek",
"HL","Hecla Mining Company","3.76","1072213722.24","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl",
"HL^B","Hecla Mining Company","57.97","0","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hl^b",
"HEI","Heico Corporation","42.64","912648949.68","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/hei",
"HEI/A","Heico Corporation","33.95","0","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/hei/a",
"HSII","Heidrick & Struggles International, Inc.","13.55","244685100.55","n/a","1999","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/hsii",
"HELE","Helen of Troy Limited","37.33","1186334334.5","n/a","1971","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hele",
"HAV","Helios Advantage Income Fund, Inc.","9.1","59584488.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hav",
"HMNY","Helios and Matheson Information Technology Inc","3.4","7923489.2","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hmny",
"HIH","Helios High Income Fund, Inc","8.71","42248125.01","n/a","2003","n/a","n/a","http://www.nasdaq.com/symbol/hih",
"HHY","Helios High Yield Fund","10.53","72072795.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hhy",
"HMH","Helios Multi-Sector High Income Fund, Inc.","6.28","47681339.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hmh",
"HSA","Helios Strategic Income Fd, Inc","6.43","38132472","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hsa",
"HLX","Helix Energy Solutions Group, Inc.","22.06","2355200273.1","n/a","1981","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/hlx",
"HP","Helmerich & Payne, Inc.","60.92","6473909977.72","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hp",
"HEB","Hemispherx BioPharma, Inc.","0.2321","38710703.339","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/heb",
"HSIC","Henry Schein, Inc.","90.44","7922202679.44","n/a","1995","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hsic",
"HLF","Herbalife LTD.","38.79","3995896302.72","n/a","2004","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/hlf",
"HERO","Hercules Offshore, Inc.","6.91","1113125791.56","n/a","2005","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hero",
"HTGC","Hercules Technology Growth Capital, Inc.","11.78","718146684.48","n/a","2005","n/a","n/a","http://www.nasdaq.com/symbol/htgc",
"HTGY","Hercules Technology Growth Capital, Inc.","25.93","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htgy",
"HTGZ","Hercules Technology Growth Capital, Inc.","26.2","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htgz",
"HTBK","Heritage Commerce Corp","6.45","169842348.15","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/htbk",
"HFWA","Heritage Financial Corporation","14.28","215814453.96","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hfwa",
"HBOS","Heritage Financial Group","14.87","117194336.2","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbos",
"HEOP","Heritage Oaks Bancorp","5.49","139084494.48","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/heop",
"HCCI","Heritage-Crystal Clean, Inc.","14.07","256201600.83","n/a","2008","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/hcci",
"MLHR","Herman Miller, Inc.","25.38","1484407470.96","n/a","1970","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/mlhr",
"HT","Hersha Hospitality Trust","5.78","1148614564.54","n/a","1972","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ht",
"HT^B","Hersha Hospitality Trust","26.351","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^b",
"HT^C","Hersha Hospitality Trust","25.75","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ht^c",
"HSY","Hershey Company (The)","85.44","13923858358.08","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/hsy",
"HTZ","Hertz Global Holdings, Inc","22.56","9014615423.52","n/a","2006","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/htz",
"HSKA","Heska Corporation","9.02","52339957.12","n/a","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/hska",
"HES","Hess Corporation","71.69","24484114862.73","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hes",
"HPQ","Hewlett-Packard Company","21.97","42710108041.51","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/hpq",
"HXL","Hexcel Corporation","28.24","2830422905.6","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hxl",
"HFFC","HF Financial Corp.","13.73","96863433.75","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hffc",
"HTWO","HF2 Financial Management Inc.","10.08","207041940","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/htwo",
"HF","HFF, Inc.","19.59","726080703.96","n/a","1998","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/hf",
"HGG","HHGregg, Inc.","12.57","419400413.16","n/a","2007","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/hgg",
"HIBB","Hibbett Sports, Inc.","53.23","1374105143.01","n/a","1996","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hibb",
"HTCO","Hickory Tech Corporation","10.13","138357910.42","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/htco",
"HCLP","Hi-Crush Partners LP","18.97","588757169.28","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/hclp",
"ONE           ","Higher One Holdings, Inc.","9.26","429026587.9","n/a","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/one           ",
"HIHO","Highway Holdings Limited","1.72","6508263.28","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hiho",
"HIW","Highwoods Properties, Inc.","39.87","3211732514.79","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hiw",
"HIL","Hill International, Inc.","2.77","107098676.14","n/a","n/a","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/hil",
"HI","Hillenbrand Inc","24.6","1542080028","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/hi",
"HLM^","Hillman Group Capital Trust","32.34","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hlm^",
"HRC","Hill-Rom Holdings Inc","34.15","2060445748.15","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/hrc",
"HSH","Hillshire Brands Company (The)","33.2","4081500664.4","n/a","1997","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/hsh",
"HTH","Hilltop Holdings Inc.","13.05","1089509787","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hth",
"HIMX","Himax Technologies, Inc.","5.39","913733535.33","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/himx",
"HIFS","Hingham Institution for Savings","69.29","147293217.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hifs",
"HITK","Hi-Tech Pharmacal Co., Inc.","34.54","468742340","n/a","1992","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hitk",
"HITT","Hittite Microwave Corporation","57.04","1799487481.68","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/hitt",
"HMG","HMG/Courtland Properties, Inc.","20.2","19685425.2","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hmg",
"HMNF","HMN Financial, Inc.","6.05","26762713.45","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hmnf",
"HMSY","HMS Holdings Corp","26.9","2341544394","n/a","1992","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/hmsy",
"HNI","HNI Corporation","32.81","1491122402.33","n/a","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hni",
"HEP","Holly Energy Partners, L.P.","39.57","2246865639.36","n/a","2004","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/hep",
"HFC","HollyFrontier Corporation","47.72","9710387662.28","n/a","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/hfc",
"HOLI","Hollysys Automation Technologies, Ltd.","11.49","643427556.33","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/holi",
"HOLL","Hollywood Media Corp.","1.38","31259437.08","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/holl",
"HOLX","Hologic, Inc.","21.65","5795637083.95","n/a","1990","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/holx",
"HBCP","Home Bancorp, Inc.","18.41","136594430.98","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbcp",
"HOMB","Home BancShares, Inc.","37.73","1060698736.02","n/a","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/homb",
"HD","Home Depot, Inc. (The)","70.06","104075354999.1","n/a","1981","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/hd",
"HOME","Home Federal Bancorp, Inc.","12.27","177763968.57","n/a","1979","Finance","Savings Institutions","http://www.nasdaq.com/symbol/home",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","17.7","41644914","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbl",
"HMIN","Home Inns & Hotels Management Inc.","24.95","1132122118.2","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/hmin",
"HLSS","Home Loan Servicing Solutions, Ltd.","22.59","1284361136.64","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/hlss",
"HME","Home Properties, Inc.","65.49","3383495530.92","n/a","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hme",
"AWAY","HomeAway, Inc.","30.04","2513410842.12","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/away",
"HCI","Homeowners Choice, Inc.","26.16","285330887.04","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hci",
"HCIIP","Homeowners Choice, Inc.","25.77","26969825.43","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hciip",
"HCJ","Homeowners Choice, Inc.","26.96","0","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hcj",
"HMST","HomeStreet, Inc.","21.78","313293386.34","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hmst",
"HTBI","HomeTrust Bancshares, Inc.","15.97","337925200","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/htbi",
"HMC","Honda Motor Company, Ltd.","38.6","69568722717.6","n/a","1976","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/hmc",
"HON","Honeywell International Inc.","72.98","57108305367.16","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/hon",
"HPJ","Hong Kong Highpower Technology","1.04","14125390.24","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj",
"HKTV","Hong Kong Television Network Limited","5.85","236637367.2","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/hktv",
"HOFT","Hooker Furniture Corporation","16.42","176451060.52","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hoft",
"HH","Hooper Holmes, Inc.","0.44","30727570.28","n/a","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/hh",
"HFBC","HopFed Bancorp, Inc.","10.89","81708094.71","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbc",
"HMN","Horace Mann Educators Corporation","21.46","850138178.98","n/a","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hmn",
"HBNC","Horizon Bancorp (IN)","19.25","165886220.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbnc",
"HZNP","Horizon Pharma, Inc.","2.47","153009700.09","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hznp",
"HRZN","Horizon Technology Finance Corporation","13.79","131984820.87","n/a","1983","n/a","n/a","http://www.nasdaq.com/symbol/hrzn",
"HTF","Horizon Technology Finance Corporation","25.9799","248654999.8347","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/htf",
"HRL","Hormel Foods Corporation","40.09","10618682920.17","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/hrl",
"HOS","Hornbeck Offshore Services","43.5","1543564048.5","n/a","2004","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/hos",
"ZINC","Horsehead Holding Corp.","10.24","450800005.12","n/a","2007","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/zinc",
"HSP","Hospira Inc","30.65","5070220681.55","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hsp",
"HPT","Hospitality Properites Trust","27.19","3418800558.56","n/a","1995","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hpt",
"HPT^C","Hospitality Properites Trust","25.47","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hpt^c",
"HPT^D","Hospitality Properites Trust","26.99","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hpt^d",
"HST","Host Hotels & Resorts, Inc.","17.45","12680879506.7","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hst",
"HOTT","Hot Topic, Inc.","13.9","565638704.8","n/a","1996","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/hott",
"HSBC^B","Household Finance Corp","25.25","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hsbc^b",
"HUSA","Houston American Energy Corporation","0.208","10853449.36","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/husa",
"HWCC","Houston Wire & Cable Company","13.15","235378411.85","n/a","2006","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/hwcc",
"HOV","Hovnanian Enterprises Inc","5.38","748558749.32","n/a","1983","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hov",
"HOVNP","Hovnanian Enterprises Inc","14.79","73950000","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hovnp",
"HOVU","Hovnanian Enterprises Inc","27.34","0","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hovu",
"HBMD","Howard Bancorp, Inc.","6.85","27677226.35","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbmd",
"HHC","Howard Hughes Corporation (The)","86.03","3398091399.36","n/a","1987","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hhc",
"HBC","HSBC Holdings plc","52.53","189157408299.69","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbc",
"HBC^/CL","HSBC Holdings plc","25.14","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hbc^/cl",
"HBC^A","HSBC Holdings plc","25.3","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hbc^a",
"HCS","HSBC Holdings plc","25.51","0","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hcs",
"HCS^B","HSBC Holdings plc","28.21","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcs^b",
"HBA^D","HSBC USA, Inc.","25.79","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hba^d",
"HBA^F","HSBC USA, Inc.","22.445","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hba^f",
"HBA^G","HSBC USA, Inc.","24.46","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hba^g",
"HBA^H","HSBC USA, Inc.","25.33","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hba^h",
"HBA^Z","HSBC USA, Inc.","50.84","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hba^z",
"HSNI","HSN, Inc.","53.22","2907717808.2","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hsni",
"HNP","Huaneng Power International, Inc.","42.09","14789777224.74","n/a","1994","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/hnp",
"HUBG","Hub Group, Inc.","38.03","1406608384.3","n/a","1996","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/hubg",
"HUB/A","Hubbell Inc A","84.76","0","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/hub/a",
"HUB/B","Hubbell Inc A","94.77","0","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/hub/b",
"HBM","HudBay Minerals Inc","8.98","1544690093.26","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/hbm",
"HCBK","Hudson City Bancorp, Inc.","8.47","4473961484.3","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hcbk",
"HSON","Hudson Global, Inc.","3.78","123318742.68","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/hson",
"HPP","Hudson Pacific Properties, Inc.","22.42","1271172657.52","n/a","2010","Finance","Real Estate","http://www.nasdaq.com/symbol/hpp",
"HPP^B","Hudson Pacific Properties, Inc.","26.8","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hpp^b",
"HDSN","Hudson Technologies, Inc.","3.53","87126164.49","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/hdsn",
"HVB","Hudson Valley Holding Corp.","14.75","292442305.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hvb",
"HGT","Hugoton Royalty Trust","8.97","358800000","n/a","1999","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hgt",
"HUM","Humana Inc.","78.27","12422480442.06","n/a","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/hum",
"HBAN","Huntington Bancshares Incorporated","7.21","6081934431.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hban",
"HBANP","Huntington Bancshares Incorporated","1299.99","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbanp",
"HII","Huntington Ingalls Industries, Inc.","51.58","2559482746.96","n/a","1985","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/hii",
"HPCCP","Huntington Preferred Capital, Inc.","28.51","399140000","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hpccp",
"HUN","Huntsman Corporation","18.19","4362899257.94","n/a","2005","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hun",
"HURC","Hurco Companies, Inc.","25.61","165113048.1","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hurc",
"HURN","Huron Consulting Group Inc.","39.83","926840594.96","n/a","2004","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/hurn",
"HTCH","Hutchinson Technology Incorporated","2.82","70847299.92","n/a","1985","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/htch",
"H","Hyatt Hotels Corporation","41.68","6755166044.96","n/a","2009","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/h",
"HPAC","Hyde Park Acquisition Corp. II","10.275","103456406.25","n/a","1998","Finance","Business Services","http://www.nasdaq.com/symbol/hpac",
"HYGS","Hydrogenics Corporation","7.87","60819674.8","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hygs",
"HDY","HyperDynamics Corporation","0.5924","99326363.8444","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/hdy",
"HPTX","Hyperion Therapeutics, Inc.","24.68","492971128.92","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hptx",
"HY","Hyster-Yale Materials Handling, Inc.","53.26","664561130.28","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/hy",
"IDSY","I.D. Systems, Inc.","5.85","70734947.4","n/a","1999","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/idsy",
"IACI","IAC/InterActiveCorp","44.44","3744571416.52","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/iaci",
"IAG","Iamgold Corporation","6.54","2462722373.16","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/iag",
"IBKC","IBERIABANK Corporation","49.69","1469113819.27","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibkc",
"IBIO","iBio, Inc.","0.582","27800449.29","n/a","n/a","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ibio",
"IBO","IBO (Listing Market - NYSE Amex Network B F)","2","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibo",
"ICAD","icad inc.","4.98","53849138.4","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad",
"IEP","Icahn Enterprises L.P.","55.52","5997571151.84","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/iep",
"ICFI","ICF International, Inc.","26.15","511717582.5","n/a","2006","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/icfi",
"ICGE","ICG Group, Inc.","11.84","450729784.96","n/a","1999","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/icge",
"IBN","ICICI Bank Limited","39.16","22581673366.56","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ibn",
"ICLR","ICON plc","30.66","1848414688.68","n/a","1998","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/iclr",
"ICON","Iconix Brand Group, Inc.","25.32","1641652432.08","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/icon",
"ICUI","ICU Medical, Inc.","58.77","856258683.12","n/a","1992","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icui",
"IDA","IDACORP, Inc.","47.92","2407153763.36","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ida",
"IDIX","Idenix Pharmaceuticals, Inc.","3.55","475550647.95","n/a","2004","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/idix",
"INVE","Identive Group, Inc.","1.26","75927070.8","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/inve",
"IDRA","Idera Pharmaceuticals, Inc.","0.575","15894707.175","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/idra",
"IEX","IDEX Corporation","51.51","4250793623.58","n/a","1989","Capital Goods","Fluid Controls","http://www.nasdaq.com/symbol/iex",
